 schemaname |           tablename           |                            indexname                            |                                                                                                                   indexdef                                                                                                                   
 selemti    | mov_inv                       | mov_inv_pkey                                                    | CREATE UNIQUE INDEX mov_inv_pkey ON selemti.mov_inv USING btree (id)
 selemti    | mv_dashboard_formas_pago      | idx_mv_dashboard_formas_pago_pk                                 | CREATE UNIQUE INDEX idx_mv_dashboard_formas_pago_pk ON selemti.mv_dashboard_formas_pago USING btree (fecha, sucursal_id, codigo_fp)
 selemti    | mv_dashboard_resumen          | idx_mv_dashboard_resumen_pk                                     | CREATE UNIQUE INDEX idx_mv_dashboard_resumen_pk ON selemti.mv_dashboard_resumen USING btree (fecha, sucursal_id)
 selemti    | op_cab                        | op_cab_pkey                                                     | CREATE UNIQUE INDEX op_cab_pkey ON selemti.op_cab USING btree (id)
 selemti    | op_insumo                     | op_insumo_pkey                                                  | CREATE UNIQUE INDEX op_insumo_pkey ON selemti.op_insumo USING btree (id)
 selemti    | op_produccion_cab             | op_produccion_cab_pkey                                          | CREATE UNIQUE INDEX op_produccion_cab_pkey ON selemti.op_produccion_cab USING btree (id)
 selemti    | op_yield                      | op_yield_pkey                                                   | CREATE UNIQUE INDEX op_yield_pkey ON selemti.op_yield USING btree (op_id)
 selemti    | overhead_definitions          | overhead_definitions_activo_index                               | CREATE INDEX overhead_definitions_activo_index ON selemti.overhead_definitions USING btree (activo)
 selemti    | overhead_definitions          | overhead_definitions_clave_unique                               | CREATE UNIQUE INDEX overhead_definitions_clave_unique ON selemti.overhead_definitions USING btree (clave)
 selemti    | overhead_definitions          | overhead_definitions_pkey                                       | CREATE UNIQUE INDEX overhead_definitions_pkey ON selemti.overhead_definitions USING btree (id)
 selemti    | overhead_definitions          | overhead_definitions_tipo_index                                 | CREATE INDEX overhead_definitions_tipo_index ON selemti.overhead_definitions USING btree (tipo)
 selemti    | param_sucursal                | param_sucursal_pkey                                             | CREATE UNIQUE INDEX param_sucursal_pkey ON selemti.param_sucursal USING btree (id)
 selemti    | param_sucursal                | param_sucursal_sucursal_id_key                                  | CREATE UNIQUE INDEX param_sucursal_sucursal_id_key ON selemti.param_sucursal USING btree (sucursal_id)
 selemti    | password_reset_tokens         | password_reset_tokens_pkey                                      | CREATE UNIQUE INDEX password_reset_tokens_pkey ON selemti.password_reset_tokens USING btree (email)
 selemti    | perdida_log                   | idx_perdida_item_ts                                             | CREATE INDEX idx_perdida_item_ts ON selemti.perdida_log USING btree (item_id, ts DESC)
 selemti    | perdida_log                   | perdida_log_pkey                                                | CREATE UNIQUE INDEX perdida_log_pkey ON selemti.perdida_log USING btree (id)
 selemti    | permissions                   | permissions_name_guard_name_unique                              | CREATE UNIQUE INDEX permissions_name_guard_name_unique ON selemti.permissions USING btree (name, guard_name)
 selemti    | permissions                   | permissions_pkey                                                | CREATE UNIQUE INDEX permissions_pkey ON selemti.permissions USING btree (id)
 selemti    | personal_access_tokens        | personal_access_tokens_pkey                                     | CREATE UNIQUE INDEX personal_access_tokens_pkey ON selemti.personal_access_tokens USING btree (id)
 selemti    | personal_access_tokens        | personal_access_tokens_token_unique                             | CREATE UNIQUE INDEX personal_access_tokens_token_unique ON selemti.personal_access_tokens USING btree (token)
 selemti    | personal_access_tokens        | personal_access_tokens_tokenable_type_tokenable_id_index        | CREATE INDEX personal_access_tokens_tokenable_type_tokenable_id_index ON selemti.personal_access_tokens USING btree (tokenable_type, tokenable_id)
 selemti    | pos_map                       | idx_pos_map_plu                                                 | CREATE INDEX idx_pos_map_plu ON selemti.pos_map USING btree (plu)
 selemti    | pos_map                       | ix_pm_plu                                                       | CREATE INDEX ix_pm_plu ON selemti.pos_map USING btree (plu)
 selemti    | pos_map                       | ix_pos_map_plu                                                  | CREATE INDEX ix_pos_map_plu ON selemti.pos_map USING btree (pos_system, plu, vigente_desde)
 selemti    | pos_map                       | pos_map_pkey                                                    | CREATE UNIQUE INDEX pos_map_pkey ON selemti.pos_map USING btree (pos_system, plu, valid_from, sys_from)
 selemti    | pos_modifiers_map             | idx_posmod_active_valid                                         | CREATE INDEX idx_posmod_active_valid ON selemti.pos_modifiers_map USING btree (active, valid_from, (COALESCE(valid_to, '2999-12-31'::date)))
 selemti    | pos_modifiers_map             | pos_modifiers_map_pkey                                          | CREATE UNIQUE INDEX pos_modifiers_map_pkey ON selemti.pos_modifiers_map USING btree (id)
 selemti    | pos_modifiers_map             | pos_modifiers_map_pos_modifier_code_key                         | CREATE UNIQUE INDEX pos_modifiers_map_pos_modifier_code_key ON selemti.pos_modifiers_map USING btree (pos_modifier_code)
 selemti    | pos_reprocess_log             | idx_pos_reprocess_log_reprocessed_at                            | CREATE INDEX idx_pos_reprocess_log_reprocessed_at ON selemti.pos_reprocess_log USING btree (reprocessed_at)
 selemti    | pos_reprocess_log             | idx_pos_reprocess_log_ticket_id                                 | CREATE INDEX idx_pos_reprocess_log_ticket_id ON selemti.pos_reprocess_log USING btree (ticket_id)
 selemti    | pos_reprocess_log             | idx_pos_reprocess_log_user_id                                   | CREATE INDEX idx_pos_reprocess_log_user_id ON selemti.pos_reprocess_log USING btree (user_id)
 selemti    | pos_reprocess_log             | pos_reprocess_log_pkey                                          | CREATE UNIQUE INDEX pos_reprocess_log_pkey ON selemti.pos_reprocess_log USING btree (id)
 selemti    | pos_reverse_log               | idx_pos_reverse_log_reversed_at                                 | CREATE INDEX idx_pos_reverse_log_reversed_at ON selemti.pos_reverse_log USING btree (reversed_at)
 selemti    | pos_reverse_log               | idx_pos_reverse_log_ticket_id                                   | CREATE INDEX idx_pos_reverse_log_ticket_id ON selemti.pos_reverse_log USING btree (ticket_id)
 selemti    | pos_reverse_log               | idx_pos_reverse_log_user_id                                     | CREATE INDEX idx_pos_reverse_log_user_id ON selemti.pos_reverse_log USING btree (user_id)
 selemti    | pos_reverse_log               | pos_reverse_log_pkey                                            | CREATE UNIQUE INDEX pos_reverse_log_pkey ON selemti.pos_reverse_log USING btree (id)
 selemti    | pos_sync_batches              | pos_sync_batches_pkey                                           | CREATE UNIQUE INDEX pos_sync_batches_pkey ON selemti.pos_sync_batches USING btree (id)
 selemti    | pos_sync_logs                 | pos_sync_logs_pkey                                              | CREATE UNIQUE INDEX pos_sync_logs_pkey ON selemti.pos_sync_logs USING btree (id)
 selemti    | pos_sync_logs                 | selemti_pos_sync_logs_batch_id_status_index                     | CREATE INDEX selemti_pos_sync_logs_batch_id_status_index ON selemti.pos_sync_logs USING btree (batch_id, status)
 selemti    | pos_sync_logs                 | selemti_pos_sync_logs_external_id_index                         | CREATE INDEX selemti_pos_sync_logs_external_id_index ON selemti.pos_sync_logs USING btree (external_id)
 selemti    | postcorte                     | idx_postcorte_sesion_id                                         | CREATE INDEX idx_postcorte_sesion_id ON selemti.postcorte USING btree (sesion_id)
 selemti    | postcorte                     | postcorte_pkey                                                  | CREATE UNIQUE INDEX postcorte_pkey ON selemti.postcorte USING btree (id)
 selemti    | postcorte                     | uq_postcorte_sesion_id                                          | CREATE UNIQUE INDEX uq_postcorte_sesion_id ON selemti.postcorte USING btree (sesion_id)
 selemti    | precorte                      | idx_precorte_sesion_id                                          | CREATE INDEX idx_precorte_sesion_id ON selemti.precorte USING btree (sesion_id)
 selemti    | precorte                      | precorte_pkey                                                   | CREATE UNIQUE INDEX precorte_pkey ON selemti.precorte USING btree (id)
 selemti    | precorte                      | precorte_sesion_id_idx                                          | CREATE INDEX precorte_sesion_id_idx ON selemti.precorte USING btree (sesion_id)
 selemti    | precorte                      | uq_precorte_sesion_id                                           | CREATE UNIQUE INDEX uq_precorte_sesion_id ON selemti.precorte USING btree (sesion_id)
 selemti    | precorte_efectivo             | idx_precorte_efectivo_precorte_id                               | CREATE INDEX idx_precorte_efectivo_precorte_id ON selemti.precorte_efectivo USING btree (precorte_id)
 selemti    | precorte_efectivo             | precorte_efectivo_pkey                                          | CREATE UNIQUE INDEX precorte_efectivo_pkey ON selemti.precorte_efectivo USING btree (id)
 selemti    | precorte_otros                | idx_precorte_otros_precorte_id                                  | CREATE INDEX idx_precorte_otros_precorte_id ON selemti.precorte_otros USING btree (precorte_id)
 selemti    | precorte_otros                | ix_precorte_otros_precorte                                      | CREATE INDEX ix_precorte_otros_precorte ON selemti.precorte_otros USING btree (precorte_id)
 selemti    | precorte_otros                | precorte_otros_pkey                                             | CREATE UNIQUE INDEX precorte_otros_pkey ON selemti.precorte_otros USING btree (id)
 selemti    | prod_cab                      | prod_cab_pkey                                                   | CREATE UNIQUE INDEX prod_cab_pkey ON selemti.prod_cab USING btree (id)
 selemti    | prod_det                      | prod_det_pkey                                                   | CREATE UNIQUE INDEX prod_det_pkey ON selemti.prod_det USING btree (id)
 selemti    | production_order_inputs       | production_order_inputs_inventory_batch_id_index                | CREATE INDEX production_order_inputs_inventory_batch_id_index ON selemti.production_order_inputs USING btree (inventory_batch_id)
 selemti    | production_order_inputs       | production_order_inputs_item_id_index                           | CREATE INDEX production_order_inputs_item_id_index ON selemti.production_order_inputs USING btree (item_id)
 selemti    | production_order_inputs       | production_order_inputs_pkey                                    | CREATE UNIQUE INDEX production_order_inputs_pkey ON selemti.production_order_inputs USING btree (id)
 selemti    | production_order_inputs       | production_order_inputs_production_order_id_index               | CREATE INDEX production_order_inputs_production_order_id_index ON selemti.production_order_inputs USING btree (production_order_id)
 selemti    | production_order_outputs      | production_order_outputs_inventory_batch_id_index               | CREATE INDEX production_order_outputs_inventory_batch_id_index ON selemti.production_order_outputs USING btree (inventory_batch_id)
 selemti    | production_order_outputs      | production_order_outputs_item_id_index                          | CREATE INDEX production_order_outputs_item_id_index ON selemti.production_order_outputs USING btree (item_id)
 selemti    | production_order_outputs      | production_order_outputs_pkey                                   | CREATE UNIQUE INDEX production_order_outputs_pkey ON selemti.production_order_outputs USING btree (id)
 selemti    | production_order_outputs      | production_order_outputs_production_order_id_index              | CREATE INDEX production_order_outputs_production_order_id_index ON selemti.production_order_outputs USING btree (production_order_id)
 selemti    | production_orders             | production_orders_almacen_id_index                              | CREATE INDEX production_orders_almacen_id_index ON selemti.production_orders USING btree (almacen_id)
 selemti    | production_orders             | production_orders_estado_index                                  | CREATE INDEX production_orders_estado_index ON selemti.production_orders USING btree (estado)
 selemti    | production_orders             | production_orders_folio_unique                                  | CREATE UNIQUE INDEX production_orders_folio_unique ON selemti.production_orders USING btree (folio)
 selemti    | production_orders             | production_orders_item_id_index                                 | CREATE INDEX production_orders_item_id_index ON selemti.production_orders USING btree (item_id)
 selemti    | production_orders             | production_orders_pkey                                          | CREATE UNIQUE INDEX production_orders_pkey ON selemti.production_orders USING btree (id)
 selemti    | production_orders             | production_orders_programado_para_index                         | CREATE INDEX production_orders_programado_para_index ON selemti.production_orders USING btree (programado_para)
 selemti    | production_orders             | production_orders_recipe_id_index                               | CREATE INDEX production_orders_recipe_id_index ON selemti.production_orders USING btree (recipe_id)
 selemti    | production_orders             | production_orders_sucursal_id_index                             | CREATE INDEX production_orders_sucursal_id_index ON selemti.production_orders USING btree (sucursal_id)
 selemti    | proveedor                     | proveedor_pkey                                                  | CREATE UNIQUE INDEX proveedor_pkey ON selemti.proveedor USING btree (id)
 selemti    | purchase_documents            | purchase_documents_order_id_index                               | CREATE INDEX purchase_documents_order_id_index ON selemti.purchase_documents USING btree (order_id)
 selemti    | purchase_documents            | purchase_documents_pkey                                         | CREATE UNIQUE INDEX purchase_documents_pkey ON selemti.purchase_documents USING btree (id)
 selemti    | purchase_documents            | purchase_documents_quote_id_index                               | CREATE INDEX purchase_documents_quote_id_index ON selemti.purchase_documents USING btree (quote_id)
 selemti    | purchase_documents            | purchase_documents_request_id_index                             | CREATE INDEX purchase_documents_request_id_index ON selemti.purchase_documents USING btree (request_id)
 selemti    | purchase_order_lines          | purchase_order_lines_item_id_index                              | CREATE INDEX purchase_order_lines_item_id_index ON selemti.purchase_order_lines USING btree (item_id)
 selemti    | purchase_order_lines          | purchase_order_lines_order_id_index                             | CREATE INDEX purchase_order_lines_order_id_index ON selemti.purchase_order_lines USING btree (order_id)
 selemti    | purchase_order_lines          | purchase_order_lines_pkey                                       | CREATE UNIQUE INDEX purchase_order_lines_pkey ON selemti.purchase_order_lines USING btree (id)
 selemti    | purchase_orders               | purchase_orders_estado_index                                    | CREATE INDEX purchase_orders_estado_index ON selemti.purchase_orders USING btree (estado)
 selemti    | purchase_orders               | purchase_orders_folio_unique                                    | CREATE UNIQUE INDEX purchase_orders_folio_unique ON selemti.purchase_orders USING btree (folio)
 selemti    | purchase_orders               | purchase_orders_pkey                                            | CREATE UNIQUE INDEX purchase_orders_pkey ON selemti.purchase_orders USING btree (id)
 selemti    | purchase_orders               | purchase_orders_vendor_id_index                                 | CREATE INDEX purchase_orders_vendor_id_index ON selemti.purchase_orders USING btree (vendor_id)
 selemti    | purchase_request_lines        | purchase_request_lines_item_id_index                            | CREATE INDEX purchase_request_lines_item_id_index ON selemti.purchase_request_lines USING btree (item_id)
 selemti    | purchase_request_lines        | purchase_request_lines_pkey                                     | CREATE UNIQUE INDEX purchase_request_lines_pkey ON selemti.purchase_request_lines USING btree (id)
 selemti    | purchase_request_lines        | purchase_request_lines_preferred_vendor_id_index                | CREATE INDEX purchase_request_lines_preferred_vendor_id_index ON selemti.purchase_request_lines USING btree (preferred_vendor_id)
 selemti    | purchase_request_lines        | purchase_request_lines_request_id_index                         | CREATE INDEX purchase_request_lines_request_id_index ON selemti.purchase_request_lines USING btree (request_id)
 selemti    | purchase_requests             | idx_preq_fecha_requerida                                        | CREATE INDEX idx_preq_fecha_requerida ON selemti.purchase_requests USING btree (fecha_requerida)
 selemti    | purchase_requests             | idx_preq_urgente                                                | CREATE INDEX idx_preq_urgente ON selemti.purchase_requests USING btree (urgente)
 selemti    | purchase_requests             | purchase_requests_estado_index                                  | CREATE INDEX purchase_requests_estado_index ON selemti.purchase_requests USING btree (estado)
 selemti    | purchase_requests             | purchase_requests_folio_unique                                  | CREATE UNIQUE INDEX purchase_requests_folio_unique ON selemti.purchase_requests USING btree (folio)
 selemti    | purchase_requests             | purchase_requests_pkey                                          | CREATE UNIQUE INDEX purchase_requests_pkey ON selemti.purchase_requests USING btree (id)
 selemti    | purchase_requests             | purchase_requests_requested_at_index                            | CREATE INDEX purchase_requests_requested_at_index ON selemti.purchase_requests USING btree (requested_at)
 selemti    | purchase_requests             | purchase_requests_sucursal_id_index                             | CREATE INDEX purchase_requests_sucursal_id_index ON selemti.purchase_requests USING btree (sucursal_id)
 selemti    | purchase_suggestion_lines     | idx_psuggline_item                                              | CREATE INDEX idx_psuggline_item ON selemti.purchase_suggestion_lines USING btree (item_id)
 selemti    | purchase_suggestion_lines     | idx_psuggline_suggestion                                        | CREATE INDEX idx_psuggline_suggestion ON selemti.purchase_suggestion_lines USING btree (suggestion_id)
 selemti    | purchase_suggestion_lines     | purchase_suggestion_lines_pkey                                  | CREATE UNIQUE INDEX purchase_suggestion_lines_pkey ON selemti.purchase_suggestion_lines USING btree (id)
 selemti    | purchase_suggestion_lines     | uq_psuggline_suggestion_item                                    | CREATE UNIQUE INDEX uq_psuggline_suggestion_item ON selemti.purchase_suggestion_lines USING btree (suggestion_id, item_id)
 selemti    | purchase_suggestions          | idx_psugg_estado                                                | CREATE INDEX idx_psugg_estado ON selemti.purchase_suggestions USING btree (estado)
 selemti    | purchase_suggestions          | idx_psugg_fecha                                                 | CREATE INDEX idx_psugg_fecha ON selemti.purchase_suggestions USING btree (sugerido_en)
 selemti    | purchase_suggestions          | idx_psugg_prioridad                                             | CREATE INDEX idx_psugg_prioridad ON selemti.purchase_suggestions USING btree (prioridad)
 selemti    | purchase_suggestions          | idx_psugg_sucursal_estado                                       | CREATE INDEX idx_psugg_sucursal_estado ON selemti.purchase_suggestions USING btree (sucursal_id, estado)
 selemti    | purchase_suggestions          | purchase_suggestions_pkey                                       | CREATE UNIQUE INDEX purchase_suggestions_pkey ON selemti.purchase_suggestions USING btree (id)
 selemti    | purchase_suggestions          | selemti_purchase_suggestions_folio_unique                       | CREATE UNIQUE INDEX selemti_purchase_suggestions_folio_unique ON selemti.purchase_suggestions USING btree (folio)
 selemti    | purchase_vendor_quote_lines   | purchase_vendor_quote_lines_item_id_index                       | CREATE INDEX purchase_vendor_quote_lines_item_id_index ON selemti.purchase_vendor_quote_lines USING btree (item_id)
 selemti    | purchase_vendor_quote_lines   | purchase_vendor_quote_lines_pkey                                | CREATE UNIQUE INDEX purchase_vendor_quote_lines_pkey ON selemti.purchase_vendor_quote_lines USING btree (id)
 selemti    | purchase_vendor_quote_lines   | purchase_vendor_quote_lines_quote_id_index                      | CREATE INDEX purchase_vendor_quote_lines_quote_id_index ON selemti.purchase_vendor_quote_lines USING btree (quote_id)
 selemti    | purchase_vendor_quote_lines   | purchase_vendor_quote_lines_request_line_id_index               | CREATE INDEX purchase_vendor_quote_lines_request_line_id_index ON selemti.purchase_vendor_quote_lines USING btree (request_line_id)
 selemti    | purchase_vendor_quotes        | purchase_vendor_quotes_estado_index                             | CREATE INDEX purchase_vendor_quotes_estado_index ON selemti.purchase_vendor_quotes USING btree (estado)
 selemti    | purchase_vendor_quotes        | purchase_vendor_quotes_pkey                                     | CREATE UNIQUE INDEX purchase_vendor_quotes_pkey ON selemti.purchase_vendor_quotes USING btree (id)
 selemti    | purchase_vendor_quotes        | purchase_vendor_quotes_request_vendor_idx                       | CREATE INDEX purchase_vendor_quotes_request_vendor_idx ON selemti.purchase_vendor_quotes USING btree (request_id, vendor_id)
 selemti    | recalc_log                    | recalc_log_pkey                                                 | CREATE UNIQUE INDEX recalc_log_pkey ON selemti.recalc_log USING btree (id)
 selemti    | recepcion_adjuntos            | recepcion_adjuntos_pkey                                         | CREATE UNIQUE INDEX recepcion_adjuntos_pkey ON selemti.recepcion_adjuntos USING btree (id)
 selemti    | recepcion_adjuntos            | recepcion_adjuntos_recepcion_id_index                           | CREATE INDEX recepcion_adjuntos_recepcion_id_index ON selemti.recepcion_adjuntos USING btree (recepcion_id)
 selemti    | recepcion_cab                 | recepcion_cab_pkey                                              | CREATE UNIQUE INDEX recepcion_cab_pkey ON selemti.recepcion_cab USING btree (id)
 selemti    | recepcion_cab                 | selemti_recepcion_cab_almacen_id_index                          | CREATE INDEX selemti_recepcion_cab_almacen_id_index ON selemti.recepcion_cab USING btree (almacen_id)
 selemti    | recepcion_det                 | recepcion_det_pkey                                              | CREATE UNIQUE INDEX recepcion_det_pkey ON selemti.recepcion_det USING btree (id)
 selemti    | receta                        | receta_codigo_key                                               | CREATE UNIQUE INDEX receta_codigo_key ON selemti.receta USING btree (codigo)
 selemti    | receta                        | receta_pkey                                                     | CREATE UNIQUE INDEX receta_pkey ON selemti.receta USING btree (id)
 selemti    | receta_cab                    | receta_cab_codigo_plato_pos_key                                 | CREATE UNIQUE INDEX receta_cab_codigo_plato_pos_key ON selemti.receta_cab USING btree (codigo_plato_pos)
 selemti    | receta_cab                    | receta_cab_pkey                                                 | CREATE UNIQUE INDEX receta_cab_pkey ON selemti.receta_cab USING btree (id)
 selemti    | receta_det                    | receta_det_pkey                                                 | CREATE UNIQUE INDEX receta_det_pkey ON selemti.receta_det USING btree (id)
 selemti    | receta_insumo                 | ix_ri_insumo                                                    | CREATE INDEX ix_ri_insumo ON selemti.receta_insumo USING btree (insumo_id)
 selemti    | receta_insumo                 | ix_ri_rv                                                        | CREATE INDEX ix_ri_rv ON selemti.receta_insumo USING btree (receta_version_id)
 selemti    | receta_insumo                 | receta_insumo_pkey                                              | CREATE UNIQUE INDEX receta_insumo_pkey ON selemti.receta_insumo USING btree (id)
 selemti    | receta_insumo                 | receta_insumo_receta_version_id_insumo_id_key                   | CREATE UNIQUE INDEX receta_insumo_receta_version_id_insumo_id_key ON selemti.receta_insumo USING btree (receta_version_id, insumo_id)
 selemti    | receta_shadow                 | receta_shadow_pkey                                              | CREATE UNIQUE INDEX receta_shadow_pkey ON selemti.receta_shadow USING btree (id)
 selemti    | receta_version                | idx_receta_version_publicada                                    | CREATE INDEX idx_receta_version_publicada ON selemti.receta_version USING btree (version_publicada)
 selemti    | receta_version                | ix_rv_id                                                        | CREATE INDEX ix_rv_id ON selemti.receta_version USING btree (id)
 selemti    | receta_version                | receta_version_pkey                                             | CREATE UNIQUE INDEX receta_version_pkey ON selemti.receta_version USING btree (id)
 selemti    | receta_version                | receta_version_receta_id_version_key                            | CREATE UNIQUE INDEX receta_version_receta_id_version_key ON selemti.receta_version USING btree (receta_id, version)
 selemti    | recipe_cost_history           | ix_rch_recipe_at                                                | CREATE INDEX ix_rch_recipe_at ON selemti.recipe_cost_history USING btree (recipe_id, snapshot_at)
 selemti    | recipe_cost_history           | recipe_cost_history_pkey                                        | CREATE UNIQUE INDEX recipe_cost_history_pkey ON selemti.recipe_cost_history USING btree (id)
 selemti    | recipe_extended_cost_history  | recipe_extended_cost_hist_idx                                   | CREATE INDEX recipe_extended_cost_hist_idx ON selemti.recipe_extended_cost_history USING btree (recipe_id, snapshot_at)
 selemti    | recipe_extended_cost_history  | recipe_extended_cost_history_pkey                               | CREATE UNIQUE INDEX recipe_extended_cost_history_pkey ON selemti.recipe_extended_cost_history USING btree (id)
 selemti    | recipe_labor_steps            | recipe_labor_steps_labor_role_id_index                          | CREATE INDEX recipe_labor_steps_labor_role_id_index ON selemti.recipe_labor_steps USING btree (labor_role_id)
 selemti    | recipe_labor_steps            | recipe_labor_steps_pkey                                         | CREATE UNIQUE INDEX recipe_labor_steps_pkey ON selemti.recipe_labor_steps USING btree (id)
 selemti    | recipe_labor_steps            | recipe_labor_steps_recipe_id_index                              | CREATE INDEX recipe_labor_steps_recipe_id_index ON selemti.recipe_labor_steps USING btree (recipe_id)
 selemti    | recipe_overhead_allocations   | recipe_overhead_allocations_overhead_id_index                   | CREATE INDEX recipe_overhead_allocations_overhead_id_index ON selemti.recipe_overhead_allocations USING btree (overhead_id)
 selemti    | recipe_overhead_allocations   | recipe_overhead_allocations_pkey                                | CREATE UNIQUE INDEX recipe_overhead_allocations_pkey ON selemti.recipe_overhead_allocations USING btree (id)
 selemti    | recipe_overhead_allocations   | recipe_overhead_unique                                          | CREATE UNIQUE INDEX recipe_overhead_unique ON selemti.recipe_overhead_allocations USING btree (recipe_id, overhead_id)
 selemti    | recipe_version_items          | ix_rvi_rv                                                       | CREATE INDEX ix_rvi_rv ON selemti.recipe_version_items USING btree (recipe_version_id)
 selemti    | recipe_version_items          | recipe_version_items_pkey                                       | CREATE UNIQUE INDEX recipe_version_items_pkey ON selemti.recipe_version_items USING btree (id)
 selemti    | recipe_versions               | recipe_versions_pkey                                            | CREATE UNIQUE INDEX recipe_versions_pkey ON selemti.recipe_versions USING btree (id)
 selemti    | recipe_versions               | ux_recipe_version                                               | CREATE UNIQUE INDEX ux_recipe_version ON selemti.recipe_versions USING btree (recipe_id, version_no)
 selemti    | replenishment_suggestions     | replenishment_suggestions_estado_index                          | CREATE INDEX replenishment_suggestions_estado_index ON selemti.replenishment_suggestions USING btree (estado)
 selemti    | replenishment_suggestions     | replenishment_suggestions_fecha_agotamiento_estimada_index      | CREATE INDEX replenishment_suggestions_fecha_agotamiento_estimada_index ON selemti.replenishment_suggestions USING btree (fecha_agotamiento_estimada)
 selemti    | replenishment_suggestions     | replenishment_suggestions_folio_unique                          | CREATE UNIQUE INDEX replenishment_suggestions_folio_unique ON selemti.replenishment_suggestions USING btree (folio)
 selemti    | replenishment_suggestions     | replenishment_suggestions_item_id_sucursal_id_index             | CREATE INDEX replenishment_suggestions_item_id_sucursal_id_index ON selemti.replenishment_suggestions USING btree (item_id, sucursal_id)
 selemti    | replenishment_suggestions     | replenishment_suggestions_pkey                                  | CREATE UNIQUE INDEX replenishment_suggestions_pkey ON selemti.replenishment_suggestions USING btree (id)
 selemti    | replenishment_suggestions     | replenishment_suggestions_prioridad_index                       | CREATE INDEX replenishment_suggestions_prioridad_index ON selemti.replenishment_suggestions USING btree (prioridad)
 selemti    | replenishment_suggestions     | replenishment_suggestions_production_order_id_index             | CREATE INDEX replenishment_suggestions_production_order_id_index ON selemti.replenishment_suggestions USING btree (production_order_id)
 selemti    | replenishment_suggestions     | replenishment_suggestions_purchase_request_id_index             | CREATE INDEX replenishment_suggestions_purchase_request_id_index ON selemti.replenishment_suggestions USING btree (purchase_request_id)
 selemti    | replenishment_suggestions     | replenishment_suggestions_revisado_por_index                    | CREATE INDEX replenishment_suggestions_revisado_por_index ON selemti.replenishment_suggestions USING btree (revisado_por)
 selemti    | replenishment_suggestions     | replenishment_suggestions_sugerido_en_index                     | CREATE INDEX replenishment_suggestions_sugerido_en_index ON selemti.replenishment_suggestions USING btree (sugerido_en)
 selemti    | replenishment_suggestions     | replenishment_suggestions_tipo_index                            | CREATE INDEX replenishment_suggestions_tipo_index ON selemti.replenishment_suggestions USING btree (tipo)
 selemti    | report_definitions            | report_definitions_pkey                                         | CREATE UNIQUE INDEX report_definitions_pkey ON selemti.report_definitions USING btree (id)
 selemti    | report_definitions            | selemti_report_definitions_slug_unique                          | CREATE UNIQUE INDEX selemti_report_definitions_slug_unique ON selemti.report_definitions USING btree (slug)
 selemti    | report_runs                   | report_runs_pkey                                                | CREATE UNIQUE INDEX report_runs_pkey ON selemti.report_runs USING btree (id)
 selemti    | report_runs                   | selemti_report_runs_report_id_status_index                      | CREATE INDEX selemti_report_runs_report_id_status_index ON selemti.report_runs USING btree (report_id, status)
 selemti    | rol                           | rol_codigo_key                                                  | CREATE UNIQUE INDEX rol_codigo_key ON selemti.rol USING btree (codigo)
 selemti    | rol                           | rol_pkey                                                        | CREATE UNIQUE INDEX rol_pkey ON selemti.rol USING btree (id)
 selemti    | role_has_permissions          | role_has_permissions_pkey                                       | CREATE UNIQUE INDEX role_has_permissions_pkey ON selemti.role_has_permissions USING btree (permission_id, role_id)
 selemti    | roles                         | roles_name_guard_name_unique                                    | CREATE UNIQUE INDEX roles_name_guard_name_unique ON selemti.roles USING btree (name, guard_name)
 selemti    | roles                         | roles_pkey                                                      | CREATE UNIQUE INDEX roles_pkey ON selemti.roles USING btree (id)
 selemti    | sesion_cajon                  | idx_sesion_cajon_terminal_apertura                              | CREATE INDEX idx_sesion_cajon_terminal_apertura ON selemti.sesion_cajon USING btree (terminal_id, apertura_ts)
 selemti    | sesion_cajon                  | ix_sesion_cajon_cajero                                          | CREATE INDEX ix_sesion_cajon_cajero ON selemti.sesion_cajon USING btree (cajero_usuario_id, apertura_ts)
 selemti    | sesion_cajon                  | ix_sesion_cajon_terminal                                        | CREATE INDEX ix_sesion_cajon_terminal ON selemti.sesion_cajon USING btree (terminal_id, apertura_ts)
 selemti    | sesion_cajon                  | sesion_cajon_pkey                                               | CREATE UNIQUE INDEX sesion_cajon_pkey ON selemti.sesion_cajon USING btree (id)
 selemti    | sesion_cajon                  | sesion_cajon_terminal_id_cajero_usuario_id_apertura_ts_key      | CREATE UNIQUE INDEX sesion_cajon_terminal_id_cajero_usuario_id_apertura_ts_key ON selemti.sesion_cajon USING btree (terminal_id, cajero_usuario_id, apertura_ts)
 selemti    | sessions                      | sessions_last_activity_index                                    | CREATE INDEX sessions_last_activity_index ON selemti.sessions USING btree (last_activity)
 selemti    | sessions                      | sessions_pkey                                                   | CREATE UNIQUE INDEX sessions_pkey ON selemti.sessions USING btree (id)
 selemti    | sessions                      | sessions_user_id_index                                          | CREATE INDEX sessions_user_id_index ON selemti.sessions USING btree (user_id)
 selemti    | sol_prod_cab                  | sol_prod_cab_pkey                                               | CREATE UNIQUE INDEX sol_prod_cab_pkey ON selemti.sol_prod_cab USING btree (id)
 selemti    | sol_prod_det                  | sol_prod_det_pkey                                               | CREATE UNIQUE INDEX sol_prod_det_pkey ON selemti.sol_prod_det USING btree (id)
